file_name,relative_path,component_group,stage,confidence,decision,reason,target_relative_path
20260404_040022_gp_E6EzzfuQ.jpg,photos/20260404_040022_gp_E6EzzfuQ.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260404_095833_gp_S7uQMzXA.jpg,photos/20260404_095833_gp_S7uQMzXA.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260404_095838_gp_oiOOHmHA.jpg,photos/20260404_095838_gp_oiOOHmHA.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260404_192608.jpg,photos/20260404_192608.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260404_192608_gp_GvlqkRrw.jpg,photos/20260404_192608_gp_GvlqkRrw.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260404_192614.jpg,photos/20260404_192614.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260404_192618.jpg,photos/20260404_192618.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260404_192619_gp_jsR1m0RQ.jpg,photos/20260404_192619_gp_jsR1m0RQ.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260405_010322.jpg,photos/20260405_010322.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260405_010322_gp_0chs4MQg.jpg,photos/20260405_010322_gp_0chs4MQg.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260405_234541.jpg,photos/20260405_234541.jpg,chassis_underside,underside_inspection,high,keep,keyword_car_match,
20260405_234542_gp_hucEa1CQ.jpg,photos/20260405_234542_gp_hucEa1CQ.jpg,chassis_underside,underside_inspection,medium,keep,keyword_car_match,
20260405_234546.jpg,photos/20260405_234546.jpg,chassis_underside,underside_inspection,high,keep,keyword_car_match,
20260405_234547_gp_3iX5cWQQ.jpg,photos/20260405_234547_gp_3iX5cWQQ.jpg,chassis_underside,underside_inspection,medium,keep,keyword_car_match,
